MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
8,1.5,5.6,0.82,1.0223,0.36,0.0,0.0,-2.4,-3.2,-1.2,False
6,3.1,7.6,0.77,1.0123,0.81,0.22,2.6,-1.8,-4.3,1.2,False
8,2.1,5.5,0.84,1.0091,0.37,0.06,0.0,-1.3,-3.5,0.7,False
8,2.9,8.9,0.88,1.0063,0.38,0.71,0.0,-2.6,-3.5,-1.6,False
8,2.4,6.9,0.86,1.0047,0.48,0.18,0.2,-2.7,-4.7,-0.7,False
5,1.6,6.5,0.8,1.0102,1.1,0.0,5.2,-3.9,-7.4,0.6,False
4,2.0,7.4,0.83,1.0148,1.25,0.0,6.8,-4.8,-8.3,-0.1,False
7,1.4,4.3,0.8,1.0165,0.87,0.0,2.6,-5.1,-10.2,-0.1,False
8,1.7,4.6,0.69,1.0139,0.41,0.05,0.0,-3.5,-5.0,-2.7,False
8,3.8,10.9,0.78,1.0141,0.41,0.39,0.0,-6.2,-10.3,-4.3,False
1,1.6,5.6,0.73,1023,1.49,0.0,9.2,-10.1,-14.3,-5.0,False
4,1.7,6.9,0.67,1016,1.6,0.0,9.4,-10.2,-16.0,-4.5,False
4,1.2,4.1,0.65,1.0104,1.7,0.0,10.3,-6.2,-13.4,1.6,False
6,2.1,6.4,0.62,1.0095,1.53,0.0,8.2,-3.0,-9.8,2.5,False
3,1.9,5.9,0.64,1.0122,1.7,0.01,9.9,-3.9,-8.4,0.7,False
8,1.5,5.3,0.77,1.0068,0.65,0.11,0.7,-2.2,-5.1,0.7,False
7,2.6,6.8,0.74,1.0167,1.19,0.0,4.5,-4.7,-7.6,-2.4,False
7,4.5,12.6,0.7,1.0232,1.21,0.11,4.5,-5.1,-8.0,-2.1,False
8,5.9,14.6,0.83,1023,0.47,0.21,0.0,-0.9,-4.2,1.3,False
8,5.0,13.6,0.89,1.0257,0.47,0.48,0.0,0.8,0.3,1.6,False
5,2.3,9.2,0.82,1.0292,0.84,0.0,1.5,-1.4,-4.1,0.9,False
5,5.3,17.6,0.71,1.0165,1.45,0.0,6.1,0.0,-6.9,4.8,False
7,8.7,21.7,0.72,1.0055,0.49,0.25,0.0,1.9,-1.3,4.5,False
4,4.4,12.4,0.65,1.0146,1.73,0.03,8.5,0.9,-2.9,4.9,False
6,1.6,6.2,0.62,1.0177,1.89,0.05,9.9,2.1,-4.6,8.1,False
3,3.1,10.5,0.66,1.0246,1.72,0.0,8.0,7.3,2.6,12.0,False
1,3.0,7.2,0.43,1.0286,2.12,0.0,11.8,11.2,5.4,17.9,False
5,5.6,17.5,0.43,1.0279,1.85,0.0,8.9,13.3,7.7,18.8,True
3,4.6,13.1,0.53,1027,1.97,0.0,9.9,14.5,10.1,19.6,True
8,3.6,10.8,0.78,1.0235,0.54,0.11,0.0,10.5,5.6,12.8,False
8,2.5,7.3,0.82,1023,0.6,0.0,0.1,5.0,1.3,6.8,False
2,2.7,6.8,0.65,1.0193,2.17,0.0,11.3,5.3,0.1,11.6,False
6,2.3,6.0,0.63,1.0163,2.16,0.07,11.0,7.5,0.1,14.4,False
7,2.5,6.9,0.83,1.0198,0.77,0.1,0.6,11.5,8.1,15.0,False
6,1.8,5.6,0.84,1.0182,1.59,0.08,5.6,10.3,6.3,16.2,False
7,2.3,7.4,0.89,1.0178,0.79,0.37,0.6,9.3,5.2,12.1,False
7,2.2,8.0,0.87,1.0109,1.51,0.0,4.8,8.6,4.1,13.2,False
7,1.4,5.2,0.87,1.0076,0.86,0.0,0.8,9.3,7.7,11.6,False
7,2.5,10.7,0.79,1.0128,0.73,0.54,0.3,10.5,8.5,14.1,False
6,1.9,6.4,0.7,1.0135,1.45,0.05,4.1,11.8,8.4,16.3,False
8,1.1,3.9,0.9,1.0158,0.61,2.21,0.0,9.2,8.6,10.4,False
4,2.6,7.6,0.66,1.0216,2.04,0.0,8.4,9.1,5.3,13.8,False
0,3.6,10.1,0.49,1.0269,2.49,0.0,12.3,6.8,1.8,12.3,False
0,3.1,9.5,0.48,1.0243,2.53,0.0,12.5,8.6,0.9,16.2,False
1,1.9,7.3,0.49,1.0243,2.49,0.0,11.9,10.6,1.6,18.8,True
1,1.8,6.2,0.45,1.0246,2.54,0.0,12.2,11.7,4.5,19.2,True
4,3.6,13.8,0.49,1.0252,2.26,0.0,9.6,12.3,7.1,18.1,True
5,2.1,8.9,0.53,1.0208,2.26,0.0,9.4,14.0,8.3,19.1,True
8,3.1,11.7,0.54,1.0096,1.17,0.0,1.8,13.5,10.4,16.5,False
8,2.6,10.3,0.83,1.0054,0.66,0.84,0.0,7.8,3.7,10.4,False
8,2.8,10.1,0.89,1.0125,0.67,1.34,0.0,3.9,2.7,5.8,False
7,1.9,6.3,0.66,1.0257,1.31,0.0,2.4,4.1,0.1,6.7,False
5,3.3,12.3,0.62,1026,1.93,0.0,6.3,7.1,2.8,11.2,False
6,3.3,14.5,0.66,1.0182,2.08,0.02,7.3,9.8,5.3,14.4,False
7,1.7,5.0,0.68,1.0126,1.38,0.0,2.6,10.6,7.1,14.1,False
1,2.1,7.8,0.67,1.0079,2.53,0.0,10.6,12.0,5.5,18.8,True
2,2.4,7.4,0.55,1.0032,2.63,0.0,11.3,15.2,9.8,20.8,True
7,3.3,12.2,0.57,0.9967,2.07,0.0,6.8,14.0,7.9,19.1,True
7,4.0,12.5,0.64,0.9975,2.56,0.44,10.5,9.7,5.6,14.9,False
8,3.7,11.2,0.86,1.0027,0.72,1.48,0.0,7.6,6.3,8.4,False
8,3.1,9.4,0.93,1.0044,0.73,2.46,0.0,7.9,6.4,8.7,False
8,3.7,11.7,0.91,1.0083,0.74,1.19,0.0,5.9,4.9,6.8,False
3,2.5,8.1,0.57,1.0176,2.48,0.0,9.4,5.4,1.9,9.3,False
0,2.1,6.2,0.47,1.0172,3.0,0.0,13.5,7.3,0.4,13.3,False
5,2.1,9.8,0.59,1.0138,2.31,0.0,7.9,9.6,1.2,16.3,False
8,1.8,6.6,0.71,1.0112,1.36,0.02,2.0,12.4,8.3,16.9,False
8,3.5,11.5,0.88,1.0085,0.76,2.99,0.0,9.9,7.9,11.5,False
7,3.6,11.4,0.76,1.0159,1.49,0.12,2.6,11.0,8.0,15.3,False
7,3.4,17.0,0.8,1.0192,0.85,0.16,0.1,10.0,8.2,12.8,False
4,2.1,7.0,0.62,1.0231,2.78,0.0,11.0,12.2,6.5,17.6,False
7,2.3,8.1,0.63,1.0214,1.13,0.06,0.9,14.7,11.7,18.1,False
6,2.2,7.2,0.6,1.0166,2.78,0.0,10.8,17.8,11.5,23.9,True
4,2.2,8.4,0.55,1.0137,2.87,0.0,11.1,19.7,11.2,26.8,True
4,1.9,6.9,0.47,1.0145,2.96,0.0,11.8,21.5,12.6,29.4,True
8,3.0,15.8,0.67,1.0157,1.52,0.41,2.0,16.8,12.3,21.1,False
6,4.4,14.2,0.76,1.0145,1.97,0.37,4.3,12.6,9.5,18.1,False
8,3.2,10.6,0.86,1.0144,1.34,0.94,1.2,10.1,8.2,13.9,False
8,4.5,13.8,0.84,1.0162,1.16,0.85,0.6,7.8,5.7,10.7,False
8,5.3,18.4,0.83,1.0113,1.53,1.04,1.9,8.3,4.9,11.8,False
6,4.1,15.2,0.71,1.0128,2.29,0.69,6.1,7.0,4.1,11.1,False
5,3.1,10.2,0.77,1.0138,1.89,0.27,3.6,6.7,4.4,10.2,False
6,2.1,9.2,0.69,1.0158,2.23,0.0,5.6,7.9,2.0,13.1,False
2,2.6,9.1,0.6,1.0213,3.23,0.0,13.2,8.5,3.8,13.4,False
1,3.6,11.0,0.55,1.0199,3.39,0.0,14.6,9.8,1.9,16.0,False
7,2.7,7.3,0.57,1.0168,2.92,0.0,10.4,12.7,5.0,19.2,True
6,2.8,15.5,0.7,1.0114,2.68,0.22,8.5,14.3,7.7,21.6,False
5,4.4,15.1,0.66,1.0148,2.24,0.0,5.4,13.5,9.5,17.1,False
7,3.0,11.1,0.78,1.0126,2.02,0.64,4.1,11.6,7.0,17.2,False
6,2.7,8.4,0.72,1.0126,2.23,0.11,5.3,12.2,8.2,16.8,False
8,2.9,8.4,0.9,1.0174,0.86,1.42,0.0,9.0,5.5,10.3,False
3,1.9,7.2,0.68,1.0249,3.02,0.0,10.8,10.0,4.1,16.0,False
5,2.1,5.8,0.61,1021,3.39,0.0,13.9,14.7,5.3,21.8,True
5,2.3,14.6,0.67,1.0156,2.64,1.57,7.8,17.3,10.1,24.9,False
7,2.0,6.0,0.81,1.0139,1.72,1.25,2.4,16.1,13.3,19.9,False
8,3.0,11.3,0.91,1.0184,0.88,0.67,0.0,12.1,9.7,13.9,False
3,2.0,5.5,0.7,1.0256,2.83,0.0,9.1,13.3,8.5,18.7,True
2,2.0,6.3,0.62,1.0262,3.52,0.0,14.7,16.4,7.8,23.3,True
1,2.1,6.9,0.62,1.0217,3.53,0.0,14.7,18.7,9.6,26.2,True
2,1.7,5.9,0.58,1.0175,3.57,0.0,15.0,20.9,11.8,28.5,True
1,1.7,6.1,0.57,1.0164,3.6,0.0,15.2,22.4,13.1,30.6,True
2,2.2,8.7,0.53,1.0151,3.57,0.0,14.9,23.8,15.6,30.7,True
5,4.0,14.0,0.68,1.0163,2.63,0.96,7.4,20.2,10.7,27.4,False
5,2.6,7.7,0.65,1.0254,2.39,0.0,5.8,12.7,8.5,16.6,False
1,2.0,7.5,0.57,1.0221,3.17,0.0,12.2,14.4,9.6,19.4,True
3,1.7,6.9,0.58,1.0183,3.42,0.0,14.1,15.9,8.2,22.4,True
3,2.3,14.4,0.53,1.0127,3.47,0.4,14.5,20.7,10.8,27.6,False
7,3.2,10.6,0.84,1.0159,1.48,1.0,2.0,15.4,12.3,18.8,False
7,3.3,11.2,0.67,1.0187,2.13,0.08,5.2,14.4,11.2,18.0,False
7,3.0,10.9,0.76,1.0195,1.51,0.57,2.1,13.4,11.1,17.1,False
6,3.8,11.5,0.64,1.0278,1.82,0.0,3.5,9.8,7.9,12.1,False
6,2.6,8.1,0.56,1.0321,2.27,0.0,6.0,10.7,6.4,15.1,False
6,2.5,9.4,0.57,1.0276,1.82,0.01,3.5,10.8,8.2,14.2,False
6,2.5,9.0,0.55,1.0198,1.98,0.0,4.3,12.9,8.2,17.4,False
7,2.9,9.5,0.59,1.0125,1.4,0.28,1.6,13.9,10.8,18.1,False
6,1.9,6.7,0.75,1.0106,1.96,0.36,4.2,12.9,8.5,18.2,False
5,2.9,17.8,0.75,1.0084,2.25,0.3,5.8,16.6,12.0,23.6,False
7,2.6,14.5,0.75,1.0112,2.35,6.38,6.4,18.1,12.7,23.6,False
7,2.6,7.8,0.8,1.0186,2.23,0.13,5.7,17.2,14.0,21.7,False
4,2.0,5.3,0.61,1.0226,3.12,0.0,11.6,20.2,14.5,25.1,True
7,2.5,8.0,0.67,1.0264,1.64,0.09,2.6,19.9,16.3,23.5,False
5,2.0,6.0,0.74,1.0238,2.17,0.0,5.3,19.7,15.2,24.0,True
0,2.5,7.4,0.5,1.0202,3.65,0.0,15.7,18.8,11.3,25.1,True
0,2.0,7.0,0.53,1.0171,3.65,0.0,15.7,20.8,11.9,27.4,True
3,1.7,6.6,0.53,1.0167,3.4,0.0,13.7,22.9,14.5,29.5,True
7,3.0,9.1,0.55,1.0185,3.2,0.0,12.2,23.7,18.0,28.3,True
2,2.0,7.2,0.57,1.0196,3.51,0.0,14.6,22.2,14.9,28.5,True
3,2.2,6.4,0.52,1.0147,3.51,0.0,14.6,24.8,15.7,31.8,True
4,3.8,15.1,0.51,1.0152,2.81,0.0,9.4,25.3,20.7,30.9,True
5,2.4,7.3,0.67,1.0204,2.32,0.0,6.2,22.9,19.5,27.4,True
2,1.9,8.2,0.61,1.0187,3.38,0.0,13.6,24.1,18.1,29.8,True
3,2.1,11.2,0.57,1.0144,2.98,0.0,10.6,25.2,19.6,31.1,True
7,2.5,21.2,0.74,1.0086,2.09,0.72,4.9,21.7,16.4,27.6,False
3,3.9,11.2,0.66,1.01,2.67,1.63,8.5,19.8,16.2,24.0,False
8,4.0,14.3,0.85,1.0154,1.31,0.81,1.3,15.3,13.4,18.7,False
5,3.1,9.1,0.8,1.0219,2.12,0.18,5.1,16.3,13.4,19.9,False
2,2.2,7.5,0.62,1.0182,3.33,0.0,13.3,20.4,13.6,26.0,True
5,2.9,21.9,0.69,1.0107,2.99,1.89,10.8,20.2,12.1,29.3,False
7,2.6,11.6,0.86,1.0166,1.28,1.0,1.2,12.1,10.7,14.1,False
4,3.0,10.4,0.69,1.0128,2.66,0.04,8.5,15.3,9.7,20.9,False
8,3.5,10.5,0.78,1014,1.12,0.73,0.7,13.7,10.9,17.2,False
7,1.8,6.0,0.76,1.0161,1.74,0.24,3.2,13.6,10.6,17.9,False
2,1.9,8.2,0.68,1018,3.14,0.0,12.0,15.9,9.2,22.2,True
8,2.1,13.8,0.89,1.0196,1.15,2.7,0.8,15.3,13.6,20.1,False
8,2.6,13.8,0.89,1.0226,1.04,0.29,0.5,16.1,13.7,21.3,False
7,2.0,6.9,0.79,1.0234,2.37,0.46,6.8,18.0,14.3,23.3,False
3,1.9,8.4,0.67,1.0215,3.39,0.0,14.1,19.5,12.6,25.8,True
5,1.7,6.3,0.57,1.0201,3.18,0.0,12.5,21.3,14.9,27.4,True
3,2.3,10.8,0.56,1.0165,3.22,0.0,12.9,22.8,13.4,30.0,True
5,3.3,16.4,0.64,1.0138,2.39,0.43,7.0,22.4,17.9,29.0,False
1,3.0,11.1,0.63,1.0137,3.26,0.0,13.3,22.5,16.9,28.7,True
4,2.5,20.7,0.68,1.0103,2.42,0.53,7.3,21.3,15.7,30.4,False
6,4.4,12.7,0.78,1.0174,1.35,0.19,1.6,17.7,15.4,22.0,False
5,4.4,13.9,0.62,1.0212,2.55,0.61,8.2,18.2,12.8,22.6,False
5,4.2,12.5,0.69,1.0177,2.3,0.0,6.6,16.6,12.4,21.4,True
4,3.8,11.8,0.65,1.0129,2.27,0.01,6.5,16.8,13.9,20.8,False
6,2.5,8.5,0.7,1.0111,2.0,0.03,4.9,16.9,14.3,20.9,False
7,2.0,7.4,0.66,1.0105,1.35,0.28,1.7,18.7,14.9,23.1,False
7,2.2,10.3,0.85,1.0103,1.22,0.85,1.2,18.3,15.9,20.8,False
6,2.0,6.5,0.72,1.0122,2.39,0.0,7.4,20.4,16.9,25.7,True
1,1.6,5.7,0.63,1012,3.29,0.0,14.2,23.9,15.0,31.5,True
1,1.9,7.7,0.6,1012,3.27,0.0,14.1,26.1,17.5,33.5,True
4,2.2,25.1,0.69,1.0116,2.76,1.89,10.2,24.8,18.8,32.8,False
7,2.2,7.9,0.82,1.0154,0.81,0.59,0.1,19.0,16.4,22.3,False
7,1.7,4.8,0.76,1.0158,0.94,0.0,0.4,18.2,16.2,20.6,True
4,2.3,7.6,0.68,1.0161,2.52,0.1,8.6,19.4,13.6,24.5,False
7,2.3,9.0,0.81,1.0152,0.89,0.89,0.3,18.0,15.4,20.9,False
8,3.3,8.8,0.93,1.0191,0.7,0.26,0.0,14.8,13.9,15.8,False
5,3.4,10.4,0.67,1.0234,2.26,0.0,7.0,16.2,13.5,19.8,True
4,2.2,10.5,0.58,1.0209,2.62,0.89,9.6,17.6,11.3,22.9,False
7,3.7,9.9,0.73,1.0168,1.55,0.21,2.9,15.2,12.8,18.4,False
6,3.5,12.1,0.72,1.0136,1.56,0.58,3.0,12.5,9.7,17.2,False
6,2.9,11.7,0.8,1.0166,1.79,0.61,4.3,11.7,9.2,15.4,False
4,2.7,9.6,0.67,1015,2.95,0.0,12.5,14.6,8.8,21.2,True
4,2.6,11.0,0.66,1.0131,2.51,0.0,9.2,15.9,9.8,22.3,True
2,2.4,10.6,0.59,1.0136,2.94,0.0,12.7,17.0,11.6,22.1,True
2,2.0,11.4,0.59,1.0141,2.91,0.1,12.5,18.1,10.1,24.8,False
6,2.9,8.8,0.68,1.0176,2.04,0.0,6.1,17.2,14.3,21.2,True
6,3.4,13.3,0.73,1.0151,1.69,0.78,4.0,15.7,11.0,21.3,False
8,3.2,10.0,0.87,1.0179,0.87,0.95,0.4,12.6,10.7,17.2,False
8,2.3,6.9,0.96,1.02,0.65,0.59,0.0,13.2,12.3,14.6,False
6,2.4,8.2,0.85,1.0195,1.72,0.0,4.3,15.8,12.9,19.9,True
4,3.0,10.0,0.77,1.0157,2.55,0.0,10.2,17.8,11.5,24.2,True
4,1.5,5.5,0.75,1.0147,2.58,0.94,10.6,19.3,12.3,26.2,False
8,1.8,9.3,0.88,1.0175,0.63,0.24,0.0,16.0,14.8,17.7,False
8,2.2,8.3,0.92,1.0124,0.84,1.4,0.4,16.3,14.4,19.2,False
8,2.5,7.1,0.98,1.0081,0.62,4.29,0.0,16.4,15.6,18.1,False
8,3.6,12.1,0.97,1.0122,0.62,2.12,0.0,14.6,12.6,15.8,False
5,2.0,5.3,0.81,1.0143,1.7,0.0,4.6,16.8,12.6,22.2,True
7,2.7,11.4,0.72,1.0104,1.4,0.04,2.9,18.3,14.2,23.3,False
7,2.2,11.9,0.69,1.0176,1.33,0.0,2.6,16.7,13.2,20.3,True
5,1.9,7.6,0.73,1.0176,2.31,0.0,9.3,17.2,12.0,22.4,True
5,1.7,6.1,0.71,1.0201,1.71,0.01,5.0,17.7,14.1,23.6,False
1,2.4,8.2,0.76,1.0227,2.71,0.0,13.0,18.9,12.6,25.9,True
1,2.1,7.8,0.74,1.0231,2.65,0.0,12.6,20.0,13.5,26.6,True
3,1.9,6.0,0.8,1.0177,2.24,0.0,9.2,20.0,14.3,26.9,True
2,1.6,5.9,0.7,1.0156,2.44,0.0,11.2,22.1,15.4,29.4,True
5,2.2,7.3,0.74,1.0219,2.08,0.0,8.1,21.2,17.6,26.5,True
6,2.1,8.3,0.8,1.0249,1.73,0.0,5.4,19.9,16.1,25.1,True
4,2.9,9.2,0.72,1.0236,2.01,0.0,7.8,17.6,13.3,23.4,True
1,2.4,7.4,0.72,1.0173,2.48,0.0,12.3,17.8,10.7,25.5,True
1,1.8,8.8,0.7,1.0126,2.48,0.0,12.5,18.5,11.4,26.3,True
0,1.8,6.6,0.61,1.0125,2.45,0.0,12.4,19.7,11.8,28.1,True
1,2.4,8.4,0.59,1.0148,2.41,0.0,12.1,21.2,14.5,28.4,True
5,2.4,10.9,0.67,1.0096,1.9,0.04,7.5,20.9,14.5,28.1,False
6,2.9,8.6,0.86,1.0106,0.74,0.25,0.3,17.5,16.3,19.3,False
7,2.0,5.9,0.85,1.0091,1.07,4.68,1.7,17.6,15.4,21.4,False
6,2.2,9.7,0.9,1.0146,1.35,0.48,3.5,15.5,13.1,18.7,False
7,1.9,5.6,0.91,1023,0.56,0.96,0.0,15.1,13.1,16.5,False
7,1.9,6.1,0.87,1.0244,0.98,0.0,1.4,15.3,11.0,19.2,True
7,3.3,10.0,0.74,1.0191,1.33,0.0,3.6,17.3,13.7,21.7,True
6,4.5,14.6,0.73,1007,1.85,0.46,8.0,17.4,10.1,23.5,False
8,2.6,7.5,0.87,1.0172,0.54,0.12,0.0,9.4,8.3,10.8,False
7,3.8,12.9,0.76,1.0237,1.15,0.0,2.6,9.8,7.8,12.6,False
5,3.5,11.0,0.71,1023,1.69,0.0,7.0,9.9,6.6,14.3,False
6,1.3,5.0,0.74,1.0234,1.53,0.0,5.7,10.9,6.9,16.5,False
3,2.6,9.2,0.73,1.0223,1.86,0.0,9.0,11.3,6.2,16.9,False
2,1.7,6.0,0.79,1.0204,2.06,0.0,11.3,12.0,5.8,19.2,True
1,1.4,5.0,0.78,1.0183,2.0,0.0,10.8,14.6,8.8,21.7,True
2,1.9,6.4,0.71,1018,1.94,0.0,10.4,15.6,10.2,22.2,True
2,1.3,4.2,0.76,1.0158,1.98,0.0,11.1,14.7,7.8,22.4,True
4,2.1,8.9,0.77,1.0202,1.77,0.02,8.9,16.0,10.9,21.0,False
8,1.6,9.4,0.9,1.0225,0.48,0.31,0.0,14.2,13.3,15.4,False
7,2.4,7.7,0.8,1.0216,1.02,0.66,2.5,15.0,10.7,19.2,False
7,3.3,13.4,0.85,1.0204,0.57,0.36,0.2,11.8,8.2,15.2,False
5,2.8,7.7,0.72,1.0255,1.39,0.0,5.8,10.0,6.7,14.9,False
8,2.0,6.1,0.8,1.0177,0.45,1.53,0.0,11.3,9.2,14.3,False
8,3.4,8.5,0.97,1.0178,0.45,2.06,0.0,9.7,8.3,12.0,False
8,2.0,9.5,0.95,1022,0.44,0.25,0.0,9.5,7.3,11.4,False
8,2.6,10.1,0.91,1.0193,0.66,0.01,0.7,13.8,11.1,17.9,False
7,2.3,10.6,0.85,1021,0.89,0.01,2.1,14.4,11.4,18.3,False
3,2.2,8.9,0.81,1021,1.69,0.0,10.1,13.6,8.6,20.2,True
6,2.3,8.4,0.79,1.0198,1.34,0.0,6.3,13.8,9.1,20.1,True
7,1.4,5.2,0.92,1.0212,0.41,0.0,0.0,11.3,8.6,14.8,False
4,1.6,6.5,0.86,1.0247,1.47,0.0,8.1,12.7,9.0,18.9,True
3,2.3,8.4,0.84,1.0242,1.41,0.0,7.6,11.8,6.9,17.9,False
2,1.4,4.3,0.88,1.0215,1.51,0.0,9.0,9.1,5.3,16.3,False
0,1.6,6.7,0.79,1.0206,1.6,0.0,10.4,9.9,4.2,18.4,True
2,1.4,4.1,0.82,1.0212,1.43,0.0,8.5,8.5,3.5,16.4,False
0,1.6,4.8,0.82,1.0273,1.48,0.0,9.3,9.2,3.4,16.6,False
4,2.1,8.2,0.83,1029,1.34,0.0,7.8,8.7,4.0,16.6,False
1,2.0,7.0,0.81,1.0271,1.47,0.0,9.7,8.2,2.9,15.1,False
0,4.1,11.9,0.71,1.0264,1.5,0.0,10.3,6.4,2.4,12.3,False
0,3.4,9.1,0.72,1.0236,1.47,0.0,10.2,5.7,0.9,12.2,False
6,1.8,5.3,0.83,1.0211,1.06,0.03,5.2,5.4,1.0,11.7,False
7,1.0,3.5,0.86,1.0167,0.77,0.0,2.4,8.8,3.9,15.3,False
3,1.4,5.1,0.82,1.0113,1.25,0.0,7.8,11.5,5.7,18.7,True
5,2.2,5.5,0.62,1.01,0.97,0.0,4.6,15.2,9.9,22.2,True
7,3.2,11.0,0.79,1016,0.51,0.35,0.7,13.3,10.9,16.9,False
5,1.8,7.3,0.8,1.0216,1.06,0.0,6.0,12.5,8.6,17.9,False
7,3.0,9.3,0.62,1018,0.91,0.0,4.3,14.4,8.0,20.2,True
5,3.1,10.1,0.66,1.0217,0.75,0.0,2.8,15.7,9.6,20.1,True
1,2.1,8.6,0.81,1.0225,1.29,0.0,9.8,12.5,7.1,20.1,True
1,1.5,4.3,0.92,1.0226,1.24,0.0,9.2,10.7,7.4,16.5,False
5,1.6,4.3,0.94,1.0222,1.06,0.0,6.8,10.3,7.0,16.7,False
6,1.5,4.3,0.94,1.0217,0.99,0.0,6.1,8.4,5.9,13.1,False
5,2.1,6.2,0.93,1019,0.96,0.0,5.8,6.5,4.5,12.0,False
8,1.5,4.9,0.97,1.02,0.29,0.62,0.0,9.0,4.8,12.5,False
7,1.3,4.6,0.86,1.0211,0.87,0.12,5.0,11.4,5.8,17.6,False
4,1.7,8.1,0.85,1.0198,0.91,0.08,5.7,12.6,8.7,20.0,False
7,1.9,8.9,0.92,1.0183,0.59,0.18,2.0,9.9,6.7,13.9,False
8,2.2,11.4,0.94,1.0258,0.27,0.31,0.0,9.1,6.0,10.7,False
7,1.8,7.7,0.9,1.0282,0.52,0.01,1.5,7.8,5.5,10.6,False
5,1.7,5.7,0.8,1.0273,0.78,0.0,4.5,8.4,3.8,12.9,False
3,1.9,5.6,0.87,1.0274,0.97,0.0,7.5,5.7,1.4,12.0,False
4,1.1,4.5,0.9,1.0255,1.04,0.0,8.8,5.2,0.3,14.1,False
4,1.4,4.5,0.92,1.0349,0.98,0.0,7.9,6.2,1.4,12.9,False
8,1.8,5.0,0.86,1.0316,0.49,0.0,1.5,8.1,6.1,10.0,False
1,1.8,6.2,0.8,1.0216,1.0,0.0,8.7,7.8,1.7,16.0,False
8,2.5,6.3,0.95,1023,0.24,0.0,0.0,2.9,1.2,4.2,False
8,2.4,6.6,0.88,1.0253,0.24,0.0,0.0,2.5,1.8,3.2,False
5,1.7,5.9,0.8,1.0134,0.84,0.0,6.5,4.9,1.2,9.9,False
7,3.3,14.9,0.81,1.0033,0.33,0.22,0.4,6.0,3.1,9.4,False
6,4.0,11.2,0.73,1.0128,0.31,0.1,0.3,2.8,0.6,4.8,False
7,3.3,8.2,0.92,1.0206,0.37,0.8,0.8,0.8,-0.2,2.5,False
6,2.2,6.3,0.87,1.0297,0.37,0.01,0.8,-0.8,-3.0,0.1,False
7,3.7,9.7,0.77,1.0323,0.3,0.65,0.3,-0.7,-3.5,2.0,False
8,3.4,9.5,0.97,1029,0.22,0.92,0.0,0.4,-1.0,0.9,False
7,2.2,6.2,0.89,1.0339,0.31,0.12,0.4,-1.1,-1.8,0.5,False
3,3.5,9.6,0.79,1.0317,0.78,0.0,6.8,-2.5,-4.9,-0.3,False
8,2.2,8.0,0.79,1.0192,0.21,0.18,0.0,-5.1,-6.5,-4.2,False
7,3.3,12.0,0.76,0.9977,0.21,0.07,0.0,-1.5,-6.0,1.2,False
6,1.7,6.6,0.77,0.9983,0.5,0.0,2.6,-1.6,-5.4,0.0,False
4,1.8,5.5,0.69,0.9988,0.68,0.0,5.4,0.3,-1.5,4.5,False
7,3.9,14.9,0.7,1003,0.31,0.04,0.6,0.9,-1.5,2.6,False
7,1.3,4.4,0.75,1.0077,0.28,0.0,0.4,0.5,-3.3,3.5,False
8,1.5,4.4,0.82,1.0152,0.2,0.0,0.0,-0.7,-2.8,1.0,False
5,2.2,6.9,0.88,1.0148,0.21,0.0,0.0,-2.6,-4.4,-1.5,False
5,2.1,5.6,0.82,1.0068,0.73,0.0,7.1,-3.0,-6.6,1.2,False
8,2.0,6.1,0.88,1.0058,0.2,0.77,0.0,0.7,-3.2,4.1,False
6,2.2,8.4,0.8,1.0054,0.38,0.14,1.3,3.9,1.5,8.3,False
6,2.5,12.4,0.81,1.0033,0.27,0.0,0.3,4.4,0.5,6.8,False
8,2.0,5.5,0.91,1.0075,0.2,0.09,0.0,2.1,0.4,2.8,False
8,3.6,9.5,0.84,1.0166,0.38,0.22,1.4,2.2,1.2,4.1,False
5,2.0,8.1,0.77,1.0194,0.5,0.01,3.2,2.8,1.3,6.0,False
8,2.1,6.3,0.89,1.0326,0.2,0.03,0.0,1.3,-0.1,2.9,False
3,3.0,8.7,0.81,1.0409,0.57,0.0,4.4,-1.3,-4.0,1.7,False
4,2.3,5.3,0.83,1.0394,0.61,0.0,5.3,-3.3,-5.3,0.4,False
4,1.4,4.7,0.85,1.0322,0.66,0.0,6.4,-4.7,-8.0,-0.8,False
8,1.2,3.6,0.91,1.0328,0.19,0.02,0.0,-2.4,-6.5,-0.2,False
8,1.7,4.1,0.83,1027,0.19,0.0,0.0,0.0,-0.7,0.6,False
7,5.1,17.4,0.74,1.0206,0.24,0.09,0.2,1.2,-0.6,2.7,False
8,9.9,26.0,0.83,1.0048,0.19,0.54,0.0,2.6,0.7,5.2,False
7,5.6,17.1,0.81,1.0078,0.36,0.2,1.3,-1.0,-2.7,1.0,False
7,5.2,12.0,0.82,1.0212,0.28,0.06,0.5,-2.2,-3.4,-1.2,False
8,5.0,11.9,0.76,1.0262,0.35,0.15,1.2,-1.1,-2.1,0.0,False
6,3.9,9.4,0.82,1.0309,0.55,0.07,4.4,0.4,-1.0,3.1,False
