,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
816,2,3.3,9.4,0.68,1.0304,1.92,0.0,8.0,2.1,-1.2,6.3,0
817,0,3.8,11.3,0.6,1.0299,2.36,0.0,11.8,3.5,-2.0,9.9,0
818,1,2.7,9.0,0.6,1.0255,2.41,0.0,12.1,7.1,-1.0,15.0,0
819,1,1.8,6.5,0.58,1.0228,2.4,0.0,11.8,9.1,0.3,17.5,0
820,5,2.3,6.0,0.57,1.0203,1.94,0.0,7.6,10.0,5.2,15.6,0
821,3,1.8,6.3,0.6,1.0184,2.14,0.0,9.1,10.4,4.0,16.6,0
822,1,3.0,11.5,0.63,1.0173,2.47,0.0,11.9,10.9,3.2,18.0,1
823,0,4.8,14.4,0.59,1.0096,2.47,0.0,11.7,11.6,5.5,18.1,1
824,0,3.9,12.8,0.52,1.0069,2.54,0.0,12.2,9.6,4.3,15.9,0
825,3,3.5,13.0,0.49,1.0076,2.23,0.0,9.3,6.4,1.4,11.9,0
826,0,3.5,9.2,0.47,1.0161,2.58,0.0,12.2,3.5,-1.1,8.8,0
827,2,3.8,11.4,0.48,1.0206,2.47,0.0,11.1,4.1,-1.8,10.3,0
828,4,2.1,7.1,0.52,1.0189,2.45,0.0,10.8,5.1,0.1,11.3,0
829,3,3.6,12.7,0.5,1.0158,2.35,0.0,9.8,6.1,0.4,11.9,0
830,4,4.8,13.6,0.63,1.0118,2.01,0.0,7.0,5.3,1.3,10.6,0
832,7,2.6,7.0,0.66,0.9952,1.44,0.0,3.0,11.8,7.5,18.7,1
833,7,2.2,5.9,0.86,0.9983,0.7,0.01,0.0,9.3,6.5,11.4,0
834,8,3.8,12.1,0.87,1.0075,0.82,0.17,0.2,7.1,4.7,8.5,0
835,7,2.6,6.9,0.95,1.0151,0.71,0.13,0.0,4.3,2.3,6.6,0
836,6,2.4,7.9,0.68,1.0159,1.88,0.0,5.5,6.3,1.5,11.1,0
837,7,2.5,9.7,0.71,1.0175,1.43,0.0,2.7,7.7,4.2,11.0,0
838,5,1.5,5.3,0.67,1.0186,1.75,0.0,4.5,9.8,4.1,13.9,0
839,6,2.6,8.7,0.79,1.0216,1.66,0.07,3.9,8.0,3.8,12.7,0
841,8,1.8,6.7,0.95,1.0336,0.74,0.01,0.0,8.7,6.3,11.6,0
842,4,1.4,6.0,0.75,1.0315,1.92,0.0,5.3,11.2,5.5,16.4,0
843,5,2.4,7.5,0.6,1.0282,2.32,0.46,8.0,13.3,6.5,18.5,0
846,5,4.6,16.0,0.79,1.0114,2.34,0.69,7.9,13.4,8.7,20.8,0
848,6,3.0,11.3,0.45,1.0096,2.38,0.01,8.0,12.1,5.7,18.2,0
849,5,4.4,16.2,0.61,1.0111,1.46,0.01,2.3,11.3,8.1,15.9,0
850,5,3.2,9.1,0.5,1.0144,2.82,0.0,11.1,13.3,7.9,19.4,1
851,5,3.1,12.6,0.58,1.0086,2.85,0.0,10.9,15.4,8.8,22.0,1
852,7,2.7,8.7,0.83,1.0084,1.68,0.0,2.8,12.2,8.1,18.1,1
853,8,2.7,10.6,0.92,1.0085,1.07,0.0,0.4,11.6,9.4,16.3,0
854,8,3.1,12.7,0.95,1.0106,0.92,0.4,0.1,9.2,6.4,12.7,0
855,7,2.3,9.7,0.78,1.0162,0.92,0.3,0.1,8.4,5.5,11.1,0
856,6,2.2,7.3,0.79,1.0209,2.23,0.01,5.8,10.3,6.6,15.8,0
857,3,2.9,10.2,0.67,1.0178,3.13,0.0,12.7,14.2,5.7,21.4,1
858,6,3.1,10.5,0.58,1.01,1.73,0.0,2.8,17.0,9.8,23.4,1
862,6,2.7,8.3,0.87,1.0142,2.26,0.0,5.7,13.2,9.5,17.2,0
863,4,2.2,8.7,0.82,1.0164,2.76,0.0,9.2,14.6,8.5,21.2,1
864,4,3.8,13.3,0.62,1.02,2.64,0.01,8.2,16.0,11.2,21.0,0
865,4,2.7,9.6,0.55,1.0268,3.14,0.0,12.1,15.4,8.9,21.4,1
866,5,2.4,7.1,0.55,1.0217,3.39,0.0,14.2,18.3,9.8,25.6,1
867,1,2.4,9.5,0.49,1.0128,3.41,0.0,14.3,21.1,12.8,27.8,1
869,8,2.7,9.4,0.93,1.0214,0.98,0.2,0.1,12.3,10.7,14.3,0
871,4,2.3,7.0,0.77,1.01,2.97,0.0,10.3,15.7,10.9,22.5,1
872,4,2.4,9.2,0.63,1.0042,3.16,0.0,11.8,20.0,11.3,26.5,1
873,7,2.9,13.3,0.8,1.0049,2.13,0.36,4.5,16.8,10.3,22.4,0
874,8,3.6,11.0,0.87,1.0138,1.37,0.09,1.0,12.3,9.6,16.0,0
876,6,1.5,5.1,0.81,1.0124,1.89,0.0,3.1,12.5,8.4,16.7,0
878,8,4.0,9.6,0.97,1.0125,0.89,0.43,0.0,9.5,7.4,11.8,0
879,5,2.9,11.6,0.8,1.0181,2.13,0.01,4.3,13.4,9.5,18.0,0
880,2,2.0,6.5,0.69,1.0234,3.29,0.0,12.4,14.9,9.7,19.9,1
882,1,1.9,9.7,0.61,1.0229,3.3,0.0,13.2,16.5,9.8,22.3,1
883,1,2.7,8.9,0.51,1.0209,3.48,0.0,14.6,15.7,9.5,21.5,1
884,5,2.9,8.7,0.51,1.0137,3.09,0.39,11.6,17.7,10.5,23.6,0
885,5,2.3,7.9,0.7,1.0094,2.66,0.0,8.5,19.8,15.4,25.0,1
886,6,3.5,11.2,0.72,0.9998,2.13,0.01,5.2,19.6,13.9,27.7,0
889,6,2.4,6.9,0.69,1.0083,2.68,0.05,8.6,16.3,11.2,21.4,0
892,5,2.5,8.4,0.64,1.0188,3.14,0.0,11.8,15.4,9.0,21.1,1
893,2,2.0,7.4,0.55,1.0196,3.48,0.0,14.4,18.9,11.8,25.2,1
894,6,4.0,16.0,0.54,1.0176,3.08,0.0,11.3,21.4,16.3,26.3,1
895,3,2.3,7.8,0.61,1.0179,3.47,0.0,14.3,22.0,15.5,28.3,1
897,5,1.8,8.1,0.78,1.0186,1.91,0.03,3.9,22.0,18.9,25.7,0
898,2,1.8,5.5,0.65,1.0192,3.44,0.0,14.0,24.8,16.3,31.5,1
899,3,2.4,6.9,0.57,1.0174,3.07,0.0,11.2,26.8,19.4,33.9,1
900,3,2.3,7.7,0.6,1.0179,3.01,0.01,10.8,25.4,20.4,33.5,0
901,3,2.4,15.4,0.69,1.0179,2.92,0.05,10.1,24.2,19.1,31.6,0
902,4,2.2,18.2,0.76,1.0205,2.93,0.25,10.2,22.9,18.5,29.7,0
903,2,1.5,6.4,0.73,1.0207,3.28,0.0,12.8,24.0,18.1,29.6,1
905,8,3.4,12.8,0.92,1.0213,1.23,0.19,1.0,18.7,16.4,24.1,0
906,5,1.9,7.8,0.78,1.0245,2.3,0.4,6.1,18.4,14.7,22.3,0
907,2,1.9,7.8,0.63,1.0213,3.38,0.0,13.6,19.9,12.8,25.3,1
908,3,3.3,14.5,0.58,1.0137,3.16,0.25,11.9,21.4,16.5,27.3,0
909,6,3.5,10.9,0.66,1.0153,2.07,0.0,4.8,16.1,12.6,18.9,1
910,4,3.7,12.4,0.55,1.0214,2.73,0.0,8.9,14.2,10.8,18.8,1
911,2,2.0,7.2,0.47,1.0172,3.48,0.0,14.4,17.4,10.0,23.1,1
912,4,2.6,10.2,0.51,1.0115,3.39,0.03,13.7,20.2,13.8,25.7,0
913,8,2.1,9.5,0.85,1.0099,0.78,0.29,0.0,17.1,14.8,19.8,0
915,7,3.8,13.4,0.77,1.0173,1.71,0.02,3.0,14.7,11.5,18.1,0
916,1,2.4,8.8,0.64,1.0162,3.35,0.0,13.5,17.7,9.3,24.0,1
917,7,2.5,9.2,0.86,1.0157,1.22,0.22,1.0,16.7,15.0,19.0,0
918,4,1.8,5.6,0.77,1.0192,2.71,0.11,8.9,18.2,13.9,23.9,0
919,1,1.8,6.4,0.64,1.0152,3.52,0.0,15.0,21.8,13.0,29.5,1
921,4,3.1,19.2,0.79,1.0111,2.4,0.21,6.9,20.0,14.0,28.8,0
922,6,2.0,8.0,0.78,1.0214,2.04,0.0,4.8,16.5,13.8,21.0,1
923,3,2.9,10.1,0.64,1.0188,2.99,0.09,11.0,20.2,14.3,25.6,0
925,7,1.8,5.9,0.81,1.0182,1.94,0.23,4.3,18.3,13.9,21.6,0
926,8,3.2,10.5,0.91,1.0144,1.57,0.06,2.5,19.5,16.8,23.4,0
927,7,2.5,8.5,0.87,1.0089,1.55,0.03,2.4,20.1,17.2,24.4,0
929,7,4.0,11.3,0.85,1.0159,1.81,0.13,3.7,15.0,12.6,18.7,0
930,2,1.7,7.9,0.72,1.0174,3.17,0.0,12.7,16.6,10.8,22.3,1
931,2,1.7,6.5,0.62,1.0166,3.35,0.0,14.2,19.8,12.1,27.1,1
932,4,3.5,18.8,0.65,1.0135,2.33,0.0,6.8,19.9,15.1,27.2,1
933,3,3.1,10.6,0.56,1.0179,2.86,0.0,10.5,17.9,14.3,22.0,1
934,5,1.7,9.5,0.6,1.0151,3.08,0.0,12.2,18.9,12.0,25.1,1
935,7,3.3,13.5,0.75,1.0134,1.17,0.4,1.0,18.4,14.5,23.4,0
936,7,2.8,7.9,0.87,1.0161,1.3,0.16,1.5,15.5,13.3,19.2,0
937,8,2.7,9.6,0.92,1.0195,0.87,0.15,0.2,14.9,13.0,17.7,0
938,6,1.8,5.6,0.92,1.0209,1.5,0.05,2.4,16.8,14.5,20.1,0
939,2,2.2,7.2,0.72,1.0183,3.32,0.0,14.5,19.9,12.3,27.4,1
940,4,1.6,6.4,0.68,1.0157,3.01,0.0,12.1,22.5,15.1,29.1,1
941,4,2.4,8.5,0.55,1.0101,3.2,0.0,13.7,23.9,17.4,29.9,1
944,3,2.2,10.2,0.67,1.0153,2.48,0.0,8.4,18.4,14.0,23.8,1
945,4,2.7,9.4,0.67,1.0133,2.9,0.7,11.6,20.4,15.4,25.9,0
947,3,1.9,7.5,0.7,1.0136,2.32,0.0,7.5,18.4,14.1,23.8,1
949,8,3.1,8.9,0.82,1.0144,0.83,0.46,0.2,15.7,13.7,19.2,0
950,6,1.8,5.0,0.78,1.0132,1.3,0.0,1.8,16.9,13.6,21.0,1
951,6,1.8,6.8,0.77,1.0068,2.06,0.46,6.0,17.4,12.4,22.7,0
956,4,2.2,6.5,0.68,1.02,2.26,0.0,7.7,17.6,13.5,22.6,1
957,2,1.6,6.5,0.68,1.0178,2.83,0.0,12.2,18.6,12.1,24.6,1
958,1,1.4,6.3,0.67,1.0174,2.62,0.0,10.6,19.8,14.3,26.2,1
959,3,2.1,8.3,0.71,1.0156,2.74,0.0,11.7,20.1,14.0,26.5,1
960,1,1.6,6.0,0.7,1.0138,2.84,0.0,12.6,20.7,14.5,27.0,1
961,2,1.3,5.2,0.65,1.0153,2.81,0.0,12.5,21.8,15.3,28.6,1
962,3,1.9,13.4,0.64,1.0143,2.65,0.02,11.3,21.8,15.1,28.7,0
964,4,1.9,7.3,0.74,1.0161,2.44,0.0,9.8,17.0,12.1,23.0,1
965,4,1.6,5.5,0.73,1.0162,2.68,0.0,11.9,18.5,12.0,24.8,1
966,5,1.3,5.3,0.72,1.0177,2.58,0.0,11.2,20.1,14.6,26.1,1
967,5,2.2,7.8,0.67,1.0182,2.65,0.0,11.9,22.0,17.0,27.5,1
968,5,2.3,7.9,0.64,1.0138,2.59,0.2,11.5,22.3,16.2,29.0,0
969,7,2.7,9.6,0.79,1.0138,0.8,0.04,0.4,18.6,16.7,20.2,0
970,4,1.7,5.2,0.73,1.0138,1.85,0.0,5.9,18.9,15.0,24.1,1
971,2,1.6,7.1,0.76,1.0153,1.93,0.0,6.6,19.2,14.4,25.7,1
973,3,1.8,8.1,0.73,1.0168,2.06,0.0,7.8,20.1,14.7,26.4,1
975,7,4.0,11.1,0.75,1.0244,1.19,0.0,1.9,15.7,13.1,20.9,1
976,5,1.6,5.9,0.77,1.0181,1.2,0.22,2.0,14.2,10.6,19.2,0
977,4,1.9,8.1,0.68,1.0143,2.24,0.67,9.8,18.0,11.6,24.7,0
978,4,2.0,6.4,0.76,1.0154,1.99,0.0,7.7,16.5,12.7,21.4,1
979,4,1.4,6.5,0.73,1.0168,1.97,0.0,7.7,16.5,12.2,22.8,1
980,2,2.1,8.4,0.66,1.0144,2.37,0.0,11.5,17.7,11.5,23.7,1
981,2,1.7,6.7,0.68,1.0126,2.38,0.0,11.8,19.1,14.7,25.4,1
983,7,3.0,9.1,0.9,1.0192,0.7,0.39,0.2,14.0,11.4,16.7,0
984,4,2.2,7.7,0.8,1.0225,1.67,0.0,5.8,13.8,11.5,18.9,1
985,3,3.4,11.0,0.68,1.0214,1.86,0.0,7.5,14.8,10.4,19.7,1
986,1,2.9,9.6,0.6,1.0217,2.3,0.0,12.0,12.0,6.7,17.8,0
987,1,1.7,6.5,0.64,1.0193,2.23,0.16,11.5,13.2,6.3,19.4,0
988,5,2.6,7.6,0.67,1.0179,1.62,0.0,5.8,13.2,9.5,17.2,0
989,7,1.7,5.4,0.68,1.0182,1.85,0.0,8.0,11.6,7.8,16.5,0
990,2,1.3,5.3,0.66,1.0174,2.17,0.0,11.4,11.7,5.7,18.5,1
991,2,1.4,6.3,0.65,1.0156,2.18,0.0,11.7,14.4,5.9,22.1,1
992,7,2.0,10.3,0.85,1.0154,0.64,0.45,0.2,14.8,10.2,19.6,0
993,7,2.6,10.4,0.9,1.0164,0.7,0.46,0.4,15.8,13.8,18.8,0
994,7,1.6,6.4,0.82,1.0146,0.77,0.17,0.7,14.1,11.3,17.3,0
995,7,1.9,8.1,0.76,1.0087,1.3,0.61,4.0,11.9,8.9,16.3,0
998,8,3.1,8.1,0.89,1.0173,0.49,0.23,0.0,3.3,1.1,5.0,0
999,8,4.1,11.4,0.9,1.0182,0.48,0.56,0.0,6.6,4.7,8.2,0
1001,2,1.4,5.3,0.76,1.0286,1.81,0.0,9.8,6.8,1.8,13.1,0
1002,0,2.1,9.5,0.7,1.0306,1.93,0.0,11.4,7.1,0.6,14.0,0
1003,1,1.8,5.7,0.73,1.0286,1.91,0.0,11.4,8.0,1.4,16.1,0
1004,1,1.2,4.1,0.71,1.0257,1.87,0.0,11.2,9.6,2.3,18.2,1
1005,7,1.3,3.9,0.75,1.0245,1.77,0.0,10.2,10.4,3.3,18.1,1
1006,6,2.6,9.9,0.72,1.0236,1.12,0.21,3.7,13.2,7.3,18.4,0
1007,8,2.4,9.7,0.89,1.0241,0.44,0.6,0.0,11.7,8.0,14.4,0
1009,8,4.8,12.3,0.88,1.0124,0.62,0.68,0.6,9.3,7.7,10.8,0
1010,5,1.8,7.2,0.76,1.0178,1.03,0.0,3.4,7.0,3.8,10.2,0
1012,2,3.3,9.0,0.77,1.0118,1.4,0.0,7.4,7.1,3.0,13.5,0
1013,8,4.0,10.2,0.86,1.0094,0.4,0.06,0.0,7.2,5.1,9.0,0
1014,8,2.4,6.4,0.94,1.0109,0.4,0.11,0.0,7.6,6.8,8.5,0
1015,8,1.5,5.1,0.94,1.0122,0.39,0.64,0.0,7.0,6.0,8.0,0
1016,6,2.1,9.0,0.81,1.0136,1.04,0.09,4.2,8.6,4.5,13.3,0
1019,5,2.1,9.7,0.73,1.0065,1.38,0.17,8.5,16.4,12.6,22.3,0
1023,7,1.8,5.9,0.75,1.02,0.78,0.0,2.5,6.3,2.4,9.2,0
1024,6,1.8,5.8,0.79,1.0079,0.47,0.12,0.4,9.7,4.5,13.8,0
1025,5,3.4,11.0,0.64,1.0003,1.03,0.0,5.3,13.9,9.4,19.3,1
1026,7,4.7,16.9,0.66,1.0045,0.84,0.19,3.4,12.0,7.1,17.9,0
1027,6,3.4,12.7,0.61,1.0156,1.02,0.09,5.5,8.8,6.5,12.6,0
1032,6,2.3,6.4,0.6,1.0245,0.79,0.0,3.5,8.1,4.7,12.3,0
1033,8,2.9,11.8,0.64,1.0157,0.34,0.01,0.1,12.0,6.6,15.9,0
1035,7,1.6,10.4,0.85,1.0202,0.67,0.31,2.5,12.5,10.9,15.7,0
1039,8,2.3,7.0,0.83,1.0244,0.32,0.0,0.1,3.7,0.9,6.1,0
1040,5,2.0,7.3,0.8,1.0244,0.48,0.0,1.1,2.1,0.5,4.4,0
1041,8,3.0,11.9,0.86,1.0128,0.26,0.46,0.0,2.7,1.2,4.3,0
1042,5,4.2,10.2,0.78,1.0177,0.61,0.06,2.5,3.7,1.1,6.4,0
1046,2,2.5,7.0,0.71,1.0151,1.01,0.0,9.0,8.5,5.8,13.2,0
1047,6,2.0,6.0,0.7,1.0064,0.66,0.0,3.6,7.2,3.9,12.7,0
1048,7,2.6,16.4,0.76,0.9966,0.39,0.0,0.8,7.2,2.8,14.3,0
1050,7,2.2,16.1,0.84,0.9976,0.42,0.34,1.1,8.6,4.1,14.2,0
1051,5,1.9,9.4,0.72,1.0135,0.64,0.0,3.8,8.8,3.9,13.8,0
1055,5,2.0,5.5,0.74,1.0029,0.78,0.0,6.5,7.3,1.2,14.7,0
1057,3,2.6,7.0,0.69,1.0118,0.85,0.0,8.0,7.6,4.8,13.4,0
1058,4,1.5,5.1,0.8,1.0113,0.31,0.0,0.5,5.2,3.8,7.6,0
1059,6,1.7,8.9,0.77,1.0068,0.35,0.0,0.8,7.8,3.4,15.5,0
1060,6,1.9,6.0,0.89,1.0146,0.21,0.03,0.0,7.0,5.5,8.5,0
1061,8,1.9,5.4,0.91,1.0182,0.2,0.09,0.0,7.5,6.6,8.6,0
1062,8,1.5,4.7,0.92,1.0173,0.2,0.0,0.0,6.5,4.9,7.7,0
1064,7,3.4,9.1,0.88,1.02,0.2,0.04,0.0,5.9,5.2,7.5,0
1065,4,2.2,6.3,0.79,1.0166,0.65,0.22,5.3,5.3,1.4,9.5,0
1067,8,1.6,5.7,0.89,1.0111,0.2,0.22,0.0,2.8,1.7,3.3,0
1068,8,1.3,3.6,0.85,1.0166,0.2,0.15,0.0,3.0,2.1,3.7,0
1069,8,1.8,5.9,0.94,1.0166,0.2,0.43,0.0,3.2,2.1,4.4,0
1070,8,3.6,9.6,0.91,1.0212,0.2,0.01,0.0,2.7,1.0,4.0,0
1071,8,4.2,10.7,0.89,1.0213,0.2,0.0,0.0,0.8,-0.4,1.4,0
1072,6,4.2,10.9,0.7,1.0237,0.47,0.0,2.6,-0.9,-3.9,1.4,0
1074,4,2.8,7.1,0.73,1.0265,0.49,0.0,3.0,-5.6,-7.2,-1.5,0
1075,8,3.3,8.1,0.81,1.0269,0.19,0.0,0.0,-7.1,-8.0,-6.3,0
1076,5,2.0,5.4,0.79,1.0258,0.51,0.0,3.4,-4.4,-6.4,-1.6,0
1077,8,1.1,3.4,0.89,1.0278,0.19,0.0,0.0,-2.7,-6.9,0.9,0
1078,7,2.4,6.6,0.93,1.0241,0.49,0.0,3.1,-2.2,-3.7,-0.2,0
1079,8,2.0,5.5,0.92,1.0204,0.19,0.28,0.0,-0.9,-2.7,4.7,0
1081,7,2.5,8.0,0.87,1.0194,0.38,0.03,1.6,4.0,2.4,5.9,0
1082,8,2.5,6.1,0.91,1.0283,0.19,0.0,0.0,0.4,-1.0,2.4,0
1083,4,2.4,7.8,0.8,1.0318,0.55,0.0,4.4,-1.2,-3.3,2.0,0
1084,7,1.6,6.6,0.8,1.0244,0.52,0.38,3.8,1.7,-1.7,5.5,0
1085,8,3.8,10.5,0.91,1.0196,0.19,0.7,0.0,6.4,3.4,7.7,0
1087,8,3.5,15.4,0.84,1.0148,0.24,0.04,0.2,8.6,5.6,10.9,0
1088,8,1.4,4.8,0.92,1.0172,0.22,0.0,0.1,5.1,2.6,6.8,0
1089,8,1.9,5.4,0.95,1.0206,0.19,0.0,0.0,1.7,0.5,2.6,0
1090,8,2.0,6.4,0.93,1.0162,0.19,0.12,0.0,3.3,1.1,7.6,0
1091,5,1.8,5.4,0.81,1.0054,0.19,0.0,0.0,4.7,1.2,7.8,0
1096,6,2.4,9.9,0.82,1.0108,0.48,0.22,2.8,5.0,0.9,10.0,0
1100,8,2.5,11.5,0.83,1.0104,0.2,0.12,0.0,-2.7,-4.5,2.0,0
1101,8,2.4,6.1,0.77,1.0124,0.2,0.0,0.0,-4.2,-6.0,-2.9,0
1102,8,2.3,6.4,0.8,1.0155,0.2,0.17,0.0,-5.9,-7.5,-4.1,0
1103,3,3.1,8.2,0.76,1.0156,0.6,0.0,4.4,-8.1,-10.3,-5.6,0
1104,7,2.6,7.6,0.75,1.0169,0.21,0.0,0.0,-10.6,-11.6,-9.9,0
1105,7,1.7,5.2,0.77,1.0227,0.21,0.0,0.0,-8.9,-10.4,-6.8,0
1106,4,2.9,9.8,0.8,1.0321,0.35,0.0,0.8,-8.4,-10.9,-5.6,0
1109,7,4.7,11.3,0.87,1.0344,0.34,0.07,0.6,2.6,0.8,4.5,0
1110,4,2.0,6.9,0.83,1.0313,0.55,0.0,3.1,1.9,-0.7,5.1,0
1111,8,2.7,8.5,0.76,1.0304,0.32,0.0,0.4,2.5,-1.1,4.5,0
1112,6,1.9,6.2,0.87,1.0265,0.77,0.0,6.6,0.0,-3.3,4.4,0
1114,2,2.1,7.4,0.69,1.0148,0.87,0.0,8.4,1.1,-4.0,7.0,0
1115,4,2.0,5.3,0.69,1.0111,0.85,0.0,7.8,4.7,-1.2,9.7,0
1116,5,1.5,4.4,0.81,1.0,0.51,0.09,2.1,-0.9,-3.0,1.5,0
1117,7,3.0,11.2,0.77,1.0024,0.64,0.18,3.8,4.5,-0.3,8.8,0
1118,7,4.4,10.6,0.82,1.0165,0.24,0.34,0.0,3.2,1.7,4.5,0
1119,8,3.0,7.5,0.93,1.0335,0.25,0.05,0.0,1.5,0.2,3.0,0
1120,8,1.9,7.2,0.85,1.0355,0.25,0.0,0.0,0.7,0.0,1.6,0
1121,8,2.8,7.6,0.84,1.0324,0.26,0.1,0.0,0.6,-0.3,1.5,0
1125,5,3.6,9.6,0.84,1.0011,0.36,0.15,0.3,-0.5,-1.8,0.8,0
1126,8,3.5,9.8,0.78,1.0119,0.35,0.12,0.2,-3.7,-6.4,-1.8,0
1127,4,2.3,6.4,0.72,1.0243,0.95,0.02,7.2,-6.0,-8.2,-1.8,0
1128,7,3.2,10.9,0.73,1.0167,0.36,0.05,0.2,-2.4,-8.4,1.7,0
1130,8,2.5,9.7,0.84,0.9956,0.29,0.07,0.0,0.1,-1.9,1.2,0
1131,7,4.8,9.7,0.84,1.0032,0.41,0.36,0.4,-1.6,-3.4,-0.1,0
1132,8,3.9,9.7,0.83,1.0185,0.35,0.21,0.1,-2.3,-4.2,-0.6,0
1135,7,2.1,5.7,0.88,1.0245,0.31,0.0,0.0,-2.5,-4.4,0.1,0
1136,8,1.6,3.8,0.87,1.0267,0.32,0.0,0.0,-4.5,-6.1,-3.4,0
1137,8,2.2,5.8,0.87,1.0305,0.32,0.0,0.0,-5.2,-6.1,-4.7,0
1138,5,2.8,7.1,0.74,1.0301,0.33,0.0,0.0,-5.4,-7.4,-3.6,0
1139,6,2.2,7.5,0.78,1.0273,0.75,0.0,2.6,-6.7,-9.2,-3.8,0
1140,6,1.4,4.3,0.8,1.0285,0.34,0.0,0.0,-7.7,-11.1,-5.2,0
1141,4,1.7,5.4,0.75,1.0322,1.1,0.0,6.7,-7.4,-12.2,-2.2,0
1142,8,3.9,12.4,0.76,1.0323,0.46,0.0,0.3,-4.1,-5.6,-2.2,0
1143,3,3.7,9.6,0.7,1.0333,1.06,0.0,5.7,-4.7,-7.5,-0.7,0
1145,1,3.2,8.1,0.73,1.0232,1.25,0.0,7.9,-5.7,-10.3,-0.4,0
1146,1,2.0,5.0,0.72,1.0184,1.39,0.0,9.7,-3.4,-9.3,3.0,0
1147,5,1.8,5.6,0.84,1.0248,0.86,0.0,2.9,-3.3,-6.2,1.6,0
1148,5,1.4,4.6,0.86,1.0305,0.93,0.0,3.5,-4.0,-6.9,1.3,0
1149,3,1.3,3.5,0.82,1.0346,1.22,0.0,6.7,-3.5,-8.4,3.6,0
1150,3,1.6,4.9,0.74,1.0326,1.46,0.0,9.8,-1.9,-7.2,5.3,0
1151,0,1.5,4.6,0.66,1.0255,1.52,0.0,10.3,-0.7,-7.4,6.9,0
1152,1,1.4,5.0,0.63,1.0196,1.54,0.0,10.3,1.4,-6.0,10.3,0
1153,0,1.4,5.1,0.58,1.0192,1.56,0.0,10.4,3.2,-4.2,11.5,0
1155,6,2.0,7.5,0.62,1.0229,0.68,0.04,1.1,6.6,1.8,10.9,0
1156,7,2.5,14.2,0.77,1.0159,0.93,0.42,2.7,5.9,1.9,12.5,0
1157,8,3.6,10.0,0.77,1.0201,0.48,0.0,0.1,4.1,2.9,5.3,0
1158,2,1.8,5.7,0.77,1.0251,1.73,0.0,10.2,3.9,-0.6,9.1,0
1161,7,2.6,9.6,0.85,1.0241,0.72,0.02,1.0,4.0,1.2,7.2,0
1162,3,3.0,9.8,0.74,1.0251,0.98,0.0,2.6,4.3,-0.1,8.5,0
1163,7,3.7,11.8,0.55,1.0251,0.84,0.0,1.6,7.7,2.4,12.5,0
1167,5,3.3,10.7,0.7,1.0314,0.75,0.0,0.9,3.6,-0.5,6.2,0
1168,5,2.6,8.5,0.6,1.0329,0.96,0.01,2.0,0.8,-1.4,4.2,0
1169,7,3.8,9.8,0.69,1.0386,0.95,0.0,1.9,0.9,-1.1,3.2,0
1170,4,2.3,8.1,0.59,1.0411,1.76,0.0,8.2,2.6,-1.4,7.4,0
1171,5,1.5,5.9,0.58,1.0334,1.77,0.0,8.2,3.4,-2.5,9.2,0
1172,1,2.1,6.8,0.65,1.0315,2.03,0.0,10.5,3.4,-1.9,10.0,0
1175,3,3.2,10.8,0.64,1.0258,2.01,0.0,9.7,3.3,-1.1,8.6,0
1180,0,2.0,8.5,0.51,1.0187,2.17,0.0,10.4,10.8,3.6,17.9,0
1181,5,1.9,7.5,0.5,1.0173,2.02,0.0,8.8,11.8,4.1,19.3,1
1182,3,1.4,5.1,0.44,1.0143,2.19,0.0,10.2,13.4,4.5,20.6,1
1183,6,1.6,4.2,0.56,1.0133,1.39,0.03,3.7,13.9,11.2,18.4,0
1184,7,2.0,10.7,0.58,1.0134,1.86,0.13,7.1,13.8,9.4,19.4,0
1185,5,2.8,8.7,0.56,1.0197,1.92,0.01,7.4,10.0,5.4,13.8,0
1186,2,3.4,14.6,0.47,1.0171,2.42,0.25,11.6,10.8,2.4,18.6,0
1188,7,3.1,9.0,0.71,1.0164,0.7,0.0,0.1,3.5,1.4,5.7,0
1191,6,4.2,16.2,0.56,1.0209,1.73,0.0,5.3,1.1,-2.8,4.4,0
1192,6,3.3,9.7,0.56,1.0234,1.42,0.0,3.2,-1.9,-4.4,1.0,0
1195,7,3.0,15.7,0.73,1.0038,1.04,0.34,1.1,4.3,0.6,8.8,0
1196,3,2.9,7.9,0.56,1.0126,2.36,0.0,9.6,4.2,0.1,9.6,0
1197,7,2.0,7.7,0.59,1.0164,1.37,0.0,2.6,7.1,2.1,12.3,0
1198,4,2.7,9.0,0.58,1.0219,2.37,0.0,9.4,10.8,6.7,16.4,0
1199,0,3.9,11.2,0.49,1.0188,2.78,0.0,12.7,11.6,3.9,18.6,1
1200,0,4.1,13.2,0.49,1.0209,2.82,0.0,12.9,13.3,6.2,19.7,1
1204,7,2.9,7.7,0.71,1.0146,0.73,0.04,0.0,5.5,3.2,7.4,0
1205,6,2.9,12.8,0.48,1.0096,2.63,0.0,10.7,13.0,3.0,21.0,1
1206,5,2.5,10.5,0.55,1.0124,2.09,0.02,6.5,11.5,4.9,18.4,0
